SEDE,FACULTAD,CARRERA,OBSERVACIONES,OBSERVACIONES,TEXTO_TOKEN,LEMMA,SENTIMIENTO,SCORE,TOPIC,name_topic
SEDE 1,FACULTAD 1,POSTGRADO 17,Seria bueno tener un mejor gimnasio,Seria bueno tener un mejor gimnasio,"['seria', 'bueno', 'tener', 'mejor', 'gimnasio']","['serio', 'gimnasio']",Positivo,37.62%,2,
SEDE 2,FACULTAD 2,INGENIERIA 08,Sería bueno tener una biblioteca más amplia,Sería bueno tener una biblioteca más amplia,"['bueno', 'tener', 'biblioteca', 'amplia']","['biblioteca', 'amplio']",Positivo,70.81%,6,estudio
SEDE 1,FACULTAD 5,LICENCIATURA 23,Seria bueno un espacio para descansar para los que tenemos clases en horarios muy irregulares,Seria bueno un espacio para descansar para los que tenemos clases en horarios muy irregulares,"['seria', 'bueno', 'espacio', 'descansar', 'clases', 'horarios', 'irregulares']","['serio', 'espacio', 'descansar', 'clase', 'horario', 'irregular']",Positivo,82.48%,6,estudio
SEDE 1,FACULTAD 1,INGENIERIA 01,Sería bueno una mejor conexión a Internet en la universidad,Sería bueno una mejor conexión a Internet en la universidad,"['bueno', 'mejor', 'conexión', 'internet', 'universidad']","['conexión', 'internet', 'universidad']",Positivo,78.11%,3,wifi
SEDE 6,FACULTAD 5,INGENIERIA 24,Seria bueno una sala de estudios 24/7 para el centro regional.,Seria bueno una sala de estudios 24/7 para el centro regional.,"['seria', 'bueno', 'sala', 'estudios', 'centro', 'regional']","['serio', 'sala', 'estudios', 'centro', 'regional']",Positivo,53.17%,5,centro
SEDE 1,FACULTAD 2,TÉCNICO 05,Sería el techado hacia edificio nuevo de salones,Sería el techado hacia edificio nuevo de salones,"['techado', 'hacia', 'edificio', 'nuevo', 'salones']","['techado', 'edificio', 'salón']",Positivo,56.23%,4,
SEDE 1,FACULTAD 4,INGENIERIA 17,"Seria en el espacio de la biblioteca del edificio blanco, auqnue es excelente, parece que solo una cantidad limitad de estudiantes pueden llevar dispositivos ya que usan ttodos laptoos y conectores, p","Seria en el espacio de la biblioteca del edificio blanco, auqnue es excelente, parece que solo una cantidad limitad de estudiantes pueden llevar dispositivos ya que usan ttodos laptoos y conectores, p","['seria', 'espacio', 'biblioteca', 'edificio', 'blanco', 'auqnue', 'excelente', 'parece', 'solo', 'cantidad', 'limitad', 'estudiantes', 'pueden', 'llevar', 'dispositivos', 'usan', 'ttodos', 'laptoos', 'conectores']","['serio', 'espacio', 'biblioteca', 'edificio', 'blanco', 'auqnue', 'excelente', 'cantidad', 'limitad', 'estudiant', 'dispositivo', 'ttodo', 'laptoos', 'conector']",Positivo,87.48%,6,estudio
SEDE 8,FACULTAD 1,POSTGRADO 17,Sería excelente mantener toda la maestría en modalidad virtual,Sería excelente mantener toda la maestría en modalidad virtual,"['excelente', 'mantener', 'toda', 'maestría', 'modalidad', 'virtual']","['excelente', 'mantener', 'maestría', 'modalidad', 'virtual']",Positivo,78.10%,6,estudio
SEDE 1,FACULTAD 1,INGENIERIA 01,"Sería excelente tener más estacionamientos, en horas pico es muy difícil encontrar","Sería excelente tener más estacionamientos, en horas pico es muy difícil encontrar","['excelente', 'tener', 'estacionamientos', 'horas', 'pico', 'difícil', 'encontrar']","['excelente', 'estacionamiento', 'hora', 'pico', 'difícil', 'encontrar']",Positivo,82.48%,4,
SEDE 1,FACULTAD 1,INGENIERIA 01,Sería genial que existiera algún lugar adecuado y cómodo de esparcimiento,Sería genial que existiera algún lugar adecuado y cómodo de esparcimiento,"['genial', 'existiera', 'algún', 'lugar', 'adecuado', 'cómodo', 'esparcimiento']","['genial', 'existiera', 'lugar', 'adecuado', 'cómodo', 'esparcimiento']",Positivo,62.47%,6,estudio
SEDE 1,FACULTAD 3,LICENCIATURA 08,Sería ideal agregar clases virtuales a los que se le complican ir a clase y para parciales que si sea presencial,Sería ideal agregar clases virtuales a los que se le complican ir a clase y para parciales que si sea presencial,"['ideal', 'agregar', 'clases', 'virtuales', 'complican', 'clase', 'parciales', 'presencial']","['ideal', 'agregar', 'clase', 'virtual', 'complicar', 'clase', 'parcial', 'presencial']",Positivo,78.12%,0,variedad
SEDE 8,FACULTAD 3,INGENIERIA 15,"Sería ideal qué apoyarán con los buses, para llevar a los estudiantes a la terminal, en los turnos de las noches, a veces es difícil","Sería ideal qué apoyarán con los buses, para llevar a los estudiantes a la terminal, en los turnos de las noches, a veces es difícil","['ideal', 'apoyarán', 'buses', 'llevar', 'estudiantes', 'terminal', 'turnos', 'noches', 'veces', 'difícil']","['ideal', 'apoyar', 'bus', 'estudiante', 'terminal', 'turno', 'noches', 'difícil']",Positivo,52.05%,7,acceso
SEDE 1,FACULTAD 6,LICENCIATURA 24,seria mejor implementar clase mixtas,seria mejor implementar clase mixtas,"['seria', 'mejor', 'implementar', 'clase', 'mixtas']","['serio', 'implementar', 'clase', 'mixto']",Positivo,70.82%,6,estudio
SEDE 8,FACULTAD 5,LICENCIATURA 23,Sería muy práctico que mejoraran el servicio de Internet institucional.,Sería muy práctico que mejoraran el servicio de Internet institucional.,"['práctico', 'mejoraran', 'servicio', 'internet', 'institucional']","['práctico', 'mejorarir', 'servicio', 'internet', 'institucional']",Positivo,42.51%,1,laboratorio
SEDE 1,FACULTAD 3,LICENCIATURA 12,Sería perfecto que el wifi funcionara mejor,Sería perfecto que el wifi funcionara mejor,"['perfecto', 'wifi', 'funcionara', 'mejor']","['perfecto', 'wifi', 'funcionar']",Positivo,37.60%,2,
SEDE 1,FACULTAD 1,INGENIERIA 01,"Sería útil añadir zonas de almuerzo al aire libre, para aprovechar la zona verde y daremse abasto con la demanda.","Sería útil añadir zonas de almuerzo al aire libre, para aprovechar la zona verde y daremse abasto con la demanda.","['útil', 'añadir', 'zonas', 'almuerzo', 'aire', 'libre', 'aprovechar', 'zona', 'verde', 'daremse', 'abasto', 'demanda']","['útil', 'añadir', 'zona', 'almuerzo', 'aire', 'libre', 'aprovechar', 'zona', 'verde', 'daremse', 'abasto', 'demanda']",Positivo,42.51%,3,wifi
SEDE 1,FACULTAD 3,LICENCIATURA 08,Servicio de clínica. Es demasiado lejos de los salones y muchas veces no hay nadie. Hacer una clínica mas cercana,Servicio de clínica. Es demasiado lejos de los salones y muchas veces no hay nadie. Hacer una clínica mas cercana,"['servicio', 'clínica', 'demasiado', 'lejos', 'salones', 'muchas', 'veces', 'nadie', 'hacer', 'clínica', 'mas', 'cercana']","['servicio', 'clínico', 'lejos', 'salón', 'clínica', 'cercano']",Positivo,37.51%,3,wifi
SEDE 4,FACULTAD 1,LICENCIATURA 05,Servicio de copias para facilitar las clases.,Servicio de copias para facilitar las clases.,"['servicio', 'copias', 'facilitar', 'clases']","['serviciir', 'copia', 'facilitar', 'clase']",Positivo,56.25%,1,laboratorio
SEDE 5,FACULTAD 1,LICENCIATURA 04,"Servicio de transporte, que debería salir 10 a 15 minutos después de cada clases...No que sales a las 8 y tienes que esperar el último turno de la noche 10:55 para poder irte","Servicio de transporte, que debería salir 10 a 15 minutos después de cada clases...No que sales a las 8 y tienes que esperar el último turno de la noche 10:55 para poder irte","['servicio', 'transporte', 'debería', 'salir', 'minutos', 'después', 'cada', 'clases', 'sales', 'esperar', 'último', 'turno', 'noche', 'poder', 'irte']","['servicio', 'transporte', 'deber', 'salir', 'minuto', 'clase', 'sal', 'esperar', 'turno', 'noche', 'irte']",Positivo,63.34%,7,acceso
SEDE 8,FACULTAD 4,INGENIERIA 21,Servicio del Centro Especializado de Lenguas (CEL,Servicio del Centro Especializado de Lenguas (CEL,"['servicio', 'centro', 'especializado', 'lenguas', 'cel']","['servicio', 'centro', 'especializado', 'lengua', 'cel']",Positivo,45.04%,5,centro
SEDE 1,FACULTAD 4,LICENCIATURA 15,Servicio del Wifi en los aulas de clases,Servicio del Wifi en los aulas de clases,"['servicio', 'wifi', 'aulas', 'clases']","['servicio', 'wifi', 'aula', 'clase']",Positivo,53.03%,3,wifi
SEDE 1,FACULTAD 5,INGENIERIA 23,"Servicios de Secretaría Académica (atención a consultas sobre matrícula, retiro e inclusión, cambio de nota, otros).","Servicios de Secretaría Académica (atención a consultas sobre matrícula, retiro e inclusión, cambio de nota, otros).","['servicios', 'secretaría', 'académica', 'atención', 'consultas', 'matrícula', 'retiro', 'inclusión', 'cambio', 'nota']","['servicio', 'secretacer', 'académico', 'atención', 'consulta', 'matrícula', 'retiro', 'inclusión', 'cambio', 'noto']",Positivo,53.07%,5,centro
SEDE 1,FACULTAD 5,LICENCIATURA 27,"Servicios de Secretaría Académica (atención a consultas sobre matrícula, retiro e inclusión, cambio de nota, otros).","Servicios de Secretaría Académica (atención a consultas sobre matrícula, retiro e inclusión, cambio de nota, otros).","['servicios', 'secretaría', 'académica', 'atención', 'consultas', 'matrícula', 'retiro', 'inclusión', 'cambio', 'nota']","['servicio', 'secretacer', 'académico', 'atención', 'consulta', 'matrícula', 'retiro', 'inclusión', 'cambio', 'noto']",Positivo,53.07%,5,centro
SEDE 1,FACULTAD 1,INGENIERIA 01,"Si es posible establecer un salón 24/7 mas, sería perfecto.","Si es posible establecer un salón 24/7 mas, sería perfecto.","['posible', 'establecer', 'salón', 'mas', 'perfecto']","['establecer', 'salón', 'perfecto']",Positivo,12.50%,0,variedad
SEDE 8,FACULTAD 2,INGENIERIA 13,Si hubiese mas espacio en las bibliotecas seria perfecto mas cómodo y reconfortante,Si hubiese mas espacio en las bibliotecas seria perfecto mas cómodo y reconfortante,"['mas', 'espacio', 'bibliotecas', 'seria', 'perfecto', 'mas', 'cómodo', 'reconfortante']","['espacio', 'biblioteca', 'serio', 'perfecto', 'cómodo', 'reconfortante']",Positivo,82.50%,6,estudio
SEDE 1,FACULTAD 6,LICENCIATURA 24,"Si la señal es débil en ciertas áreas, considere utilizar extensores o repetidores WiFi para ampliar la cobertura.","Si la señal es débil en ciertas áreas, considere utilizar extensores o repetidores WiFi para ampliar la cobertura.","['señal', 'débil', 'ciertas', 'áreas', 'considere', 'utilizar', 'extensores', 'repetidores', 'wifi', 'ampliar', 'cobertura']","['señal', 'débil', 'área', 'considerar', 'utilizar', 'extensor', 'repetidor', 'wifi', 'ampliar', 'cobertura']",Positivo,54.86%,3,wifi
SEDE 7,FACULTAD 1,LICENCIATURA 02,"Si no cuentan con salones aptos, no amplíen la matrícula porque después no cabemos","Si no cuentan con salones aptos, no amplíen la matrícula porque después no cabemos","['cuentan', 'salones', 'aptos', 'amplíen', 'matrícula', 'después', 'cabemos']","['contar', 'salón', 'apto', 'ampliar', 'matrícula', 'cabemos']",Positivo,48.50%,6,estudio
SEDE 1,FACULTAD 1,LICENCIATURA 02,"si no están dispuestos a ayudar o socorrer en eventos cual sea uno no sabe, se puede salvar una vida, pero negarse a atender a ver que es la urgencia por lo que uno va no es la opción,","si no están dispuestos a ayudar o socorrer en eventos cual sea uno no sabe, se puede salvar una vida, pero negarse a atender a ver que es la urgencia por lo que uno va no es la opción,","['dispuestos', 'ayudar', 'socorrer', 'eventos', 'sabe', 'puede', 'salvar', 'vida', 'negarse', 'atender', 'ver', 'urgencia', 'opción']","['dispuesto', 'ayudar', 'socorrer', 'evento', 'salvar', 'vida', 'negar él', 'atender', 'urgencia', 'opción']",Positivo,37.56%,5,centro
SEDE 1,FACULTAD 3,POSTGRADO 38,Si no se puede presencial al 100% por lo menos una clase virtual y la otra presencial,Si no se puede presencial al 100% por lo menos una clase virtual y la otra presencial,"['puede', 'presencial', 'menos', 'clase', 'virtual', 'presencial']","['presencial', 'clase', 'virtual', 'presencial']",Positivo,78.12%,0,variedad
SEDE 1,FACULTAD 4,INGENIERIA 20,"SI se llega temprano  es fácil encontrar estacionamiento, pero si mis clases inician a las 10-12 de la mañana ya encontrar estacionamiento es un poco mas complicado","SI se llega temprano  es fácil encontrar estacionamiento, pero si mis clases inician a las 10-12 de la mañana ya encontrar estacionamiento es un poco mas complicado","['llega', 'temprano', 'fácil', 'encontrar', 'estacionamiento', 'clases', 'inician', 'mañana', 'encontrar', 'estacionamiento', 'mas', 'complicado']","['llegar', 'fácil', 'encontrar', 'estacionamiento', 'clás', 'iniciar', 'mañana', 'encontrar', 'estacionamiento', 'complicado']",Positivo,89.05%,4,
SEDE 1,FACULTAD 2,INGENIERIA 08,Si se podria mas variedad en la cafetería.,Si se podria mas variedad en la cafetería.,"['podria', 'mas', 'variedad', 'cafetería']","['variedad', 'cafetería']",Positivo,70.83%,0,variedad
SEDE 6,FACULTAD 3,POSTGRADO 24,si se pueda dar clases de los cursos de ingles una vez por semana,si se pueda dar clases de los cursos de ingles una vez por semana,"['pueda', 'dar', 'clases', 'cursos', 'ingles', 'vez', 'semana']","['clase', 'curso', 'ingl', 'semana']",Positivo,56.25%,5,centro
SEDE 1,FACULTAD 3,INGENIERIA 15,"Si se va a realizar un cambio en el plan de estudio, que todos los beneficiarios sean comunicados.","Si se va a realizar un cambio en el plan de estudio, que todos los beneficiarios sean comunicados.","['realizar', 'cambio', 'plan', 'estudio', 'beneficiarios', 'comunicados']","['cambio', 'plan', 'estudio', 'beneficiario', 'comunicado']",Positivo,56.25%,6,estudio
SEDE 1,FACULTAD 5,LICENCIATURA 22,Si somos las tecnológica porque no tener tableros mas modernos.,Si somos las tecnológica porque no tener tableros mas modernos.,"['tecnológica', 'tener', 'tableros', 'mas', 'modernos']","['tecnológico', 'tablero', 'moderno']",Positivo,70.81%,0,variedad
SEDE 1,FACULTAD 5,LICENCIATURA 21,"siempre que utilice el Wifi, me funciono perfectamente","siempre que utilice el Wifi, me funciono perfectamente","['siempre', 'utilice', 'wifi', 'funciono', 'perfectamente']","['utilizar', 'wifi', 'funciono', 'perfectamente']",Positivo,70.82%,3,wifi
SEDE 5,FACULTAD 2,TÉCNICO 05,Siendo honesto no estoy conforme en cómo se dieron las clases.,Siendo honesto no estoy conforme en cómo se dieron las clases.,"['siendo', 'honesto', 'conforme', 'cómo', 'dieron', 'clases']","['honesto', 'conforme', 'clase']",Positivo,12.50%,0,variedad
SEDE 7,FACULTAD 5,LICENCIATURA 21,"Siendo una Universidad tecnológica, el acceso a Internet es importante, en muchas partes la señal es débil o inaccesible.","Siendo una Universidad tecnológica, el acceso a Internet es importante, en muchas partes la señal es débil o inaccesible.","['siendo', 'universidad', 'tecnológica', 'acceso', 'internet', 'importante', 'muchas', 'partes', 'señal', 'débil', 'inaccesible']","['universidad', 'tecnológico', 'acceso', 'internet', 'importante', 'parte', 'señal', 'débil', 'inaccesible']",Positivo,59.38%,7,acceso
SEDE 1,FACULTAD 5,INGENIERIA 25,Siento que deberían promocionar más los eventos que se vayan a realizar en la universidad,Siento que deberían promocionar más los eventos que se vayan a realizar en la universidad,"['siento', 'deberían', 'promocionar', 'eventos', 'vayan', 'realizar', 'universidad']","['sentir', 'deber', 'promocionar', 'evento', 'ir', 'universidad']",Positivo,78.12%,7,acceso
SEDE 1,FACULTAD 5,LICENCIATURA 23,"Siento que los equipos en los laboratorios no son muy avanzados o modernos como debería, si en algún casual las clases de ciberseguridad fueran prácticas como tal, creo que tomaría mucho recursos.","Siento que los equipos en los laboratorios no son muy avanzados o modernos como debería, si en algún casual las clases de ciberseguridad fueran prácticas como tal, creo que tomaría mucho recursos.","['siento', 'equipos', 'laboratorios', 'avanzados', 'modernos', 'debería', 'algún', 'casual', 'clases', 'ciberseguridad', 'prácticas', 'tal', 'creo', 'tomaría', 'recursos']","['sentir', 'equipo', 'laboratorio', 'avanzado', 'moderno', 'deber', 'casual', 'clase', 'ciberseguridad', 'práctico', 'tomar', 'recurso']",Positivo,75.44%,0,variedad
SEDE 1,FACULTAD 2,INGENIERIA 08,Siento que se deberia buscar un espacio para hacer un estacionamiento para estudiantess para que no se tenga que estacionar en los lados de la calle,Siento que se deberia buscar un espacio para hacer un estacionamiento para estudiantess para que no se tenga que estacionar en los lados de la calle,"['siento', 'deberia', 'buscar', 'espacio', 'hacer', 'estacionamiento', 'estudiantess', 'estacionar', 'lados', 'calle']","['sentir', 'deberio', 'buscar', 'espacio', 'estacionamiento', 'estudiantess', 'estacionar', 'lado', 'calle']",Positivo,51.53%,5,centro
SEDE 1,FACULTAD 5,INGENIERIA 23,Siguen robando en las paradas aledañas a la UTP.,Siguen robando en las paradas aledañas a la UTP.,"['siguen', 'robando', 'paradas', 'aledañas', 'utp']","['seguir', 'robar', 'parada', 'aledaña', 'utp']",Positivo,37.55%,4,
SEDE 1,FACULTAD 1,INGENIERIA 06,Sillas de salones de los edificios experimentales,Sillas de salones de los edificios experimentales,"['sillas', 'salones', 'edificios', 'experimentales']","['silla', 'salón', 'edificio', 'experimental']",Positivo,56.23%,4,
SEDE 7,FACULTAD 1,LICENCIATURA 02,"Sin WiFi aveces, y el enrredo de los salones al principio","Sin WiFi aveces, y el enrredo de los salones al principio","['wifi', 'aveces', 'enrredo', 'salones', 'principio']","['wifi', 'avez', 'enrredo', 'salón', 'principio']",Positivo,70.83%,3,wifi
SEDE 1,FACULTAD 5,INGENIERIA 25,Sistema de matrícula y retiro e inclusión poco organizado,Sistema de matrícula y retiro e inclusión poco organizado,"['sistema', 'matrícula', 'retiro', 'inclusión', 'organizado']","['sistema', 'matrículo', 'retiro', 'inclusión', 'organizado']",Positivo,78.12%,5,centro
SEDE 7,FACULTAD 5,LICENCIATURA 22,Sobre Divulgación de información Institucional considero que debería ser mejor a nivel de los centro regionales,Sobre Divulgación de información Institucional considero que debería ser mejor a nivel de los centro regionales,"['divulgación', 'información', 'institucional', 'considero', 'debería', 'ser', 'mejor', 'nivel', 'centro', 'regionales']","['divulgación', 'información', 'institucional', 'considero', 'deber', 'nivel', 'centro', 'regional']",Positivo,72.30%,7,acceso
SEDE 1,FACULTAD 5,INGENIERIA 23,"Sobre el equipo de los laboratorios, la mayoria estan bien, pero algunos presentan Windows XP y hay varios con pantallas no funcionales.","Sobre el equipo de los laboratorios, la mayoria estan bien, pero algunos presentan Windows XP y hay varios con pantallas no funcionales.","['equipo', 'laboratorios', 'mayoria', 'estan', 'bien', 'presentan', 'windows', 'varios', 'pantallas', 'funcionales']","['equipo', 'laboratorio', 'mayorio', 'presentar', 'window', 'pantalla', 'funcional']",Positivo,78.12%,0,variedad
SEDE 1,FACULTAD 3,LICENCIATURA 12,"Sobre el precio de las cafeterías no tengo inconveniente, pero quisiera que colocaran cosas más variadas y saludables para los estudiantes.","Sobre el precio de las cafeterías no tengo inconveniente, pero quisiera que colocaran cosas más variadas y saludables para los estudiantes.","['precio', 'cafeterías', 'inconveniente', 'quisiera', 'colocaran', 'cosas', 'variadas', 'saludables', 'estudiantes']","['precio', 'cafetería', 'inconveniente', 'querer', 'colocar', 'cosa', 'variado', 'saludable', 'estudiante']",Positivo,52.09%,0,variedad
SEDE 1,FACULTAD 4,INGENIERIA 17,Sobre la falta de tecnología en ciertas clases que podrían ser más ágiles si se usarán,Sobre la falta de tecnología en ciertas clases que podrían ser más ágiles si se usarán,"['falta', 'tecnología', 'ciertas', 'clases', 'podrían', 'ser', 'ágiles', 'usarán']","['faltar', 'tecnología', 'clase', 'ágil', 'usar']",Positivo,56.25%,1,laboratorio
SEDE 1,FACULTAD 3,INGENIERIA 15,Softwares un poco antiguos que di----ulta al estudiante al acceso a ellas,Softwares un poco antiguos que di----ulta al estudiante al acceso a ellas,"['softwares', 'antiguos', 'diulta', 'estudiante', 'acceso']","['software', 'antiguo', 'diulta', 'estudiante', 'acceso']",Positivo,70.81%,7,acceso
SEDE 1,FACULTAD 3,POSTGRADO 14,"Solicitar al gocbieno que haya mayor frecuencia de transporte publico en la Ave. Ricardo J. Alfaro, especialmente en la noche.","Solicitar al gocbieno que haya mayor frecuencia de transporte publico en la Ave. Ricardo J. Alfaro, especialmente en la noche.","['solicitar', 'gocbieno', 'mayor', 'frecuencia', 'transporte', 'publico', 'ave', 'ricardo', 'alfaro', 'especialmente', 'noche']","['solicitar', 'gocbieno', 'frecuencia', 'transporte', 'publico', 'ave', 'ricardo', 'alfaro', 'especialmente', 'noche']",Positivo,78.12%,2,
SEDE 1,FACULTAD 3,LICENCIATURA 10,"Solicitar documentación para trámites estudiantiles, como seguro, etc, son muy costosos.","Solicitar documentación para trámites estudiantiles, como seguro, etc, son muy costosos.","['solicitar', 'documentación', 'trámites', 'estudiantiles', 'seguro', 'etc', 'costosos']","['solicitar', 'documentación', 'trámite', 'estudiantil', 'seguro', 'etc', 'costoso']",Positivo,70.82%,1,laboratorio
SEDE 1,FACULTAD 2,TÉCNICO 05,"Solicitar una revisión de las computadoras del salón 1-211, debido a que la mayoría no estaba operando correctamente.","Solicitar una revisión de las computadoras del salón 1-211, debido a que la mayoría no estaba operando correctamente.","['solicitar', 'revisión', 'computadoras', 'salón', 'debido', 'mayoría', 'operando', 'correctamente']","['solicitar', 'revisión', 'computadora', 'salón', 'mayoría', 'operar', 'correctamente']",Positivo,70.82%,0,variedad
SEDE 1,FACULTAD 5,LICENCIATURA 23,Solicito implementación de actividades deportivas obligatorias para el personal administrativo de la institución.,Solicito implementación de actividades deportivas obligatorias para el personal administrativo de la institución.,"['solicito', 'implementación', 'actividades', 'deportivas', 'obligatorias', 'personal', 'administrativo', 'institución']","['solicitar', 'implementación', 'actividad', 'deportivo', 'obligatorio', 'personal', 'administrativo', 'institución']",Positivo,46.54%,5,centro
SEDE 7,FACULTAD 5,LICENCIATURA 21,Solo hay 3 salones de informática los Cuales se llenan muy rápido,Solo hay 3 salones de informática los Cuales se llenan muy rápido,"['solo', 'salones', 'informática', 'cuales', 'llenan', 'rápido']","['salón', 'informático', 'llenar', 'rápido']",Positivo,56.24%,3,wifi
SEDE 7,FACULTAD 1,LICENCIATURA 04,Solo seria por el Wifi no sabia que habia wifi para estudiantes,Solo seria por el Wifi no sabia que habia wifi para estudiantes,"['solo', 'seria', 'wifi', 'sabia', 'habia', 'wifi', 'estudiantes']","['serio', 'wifi', 'sabio', 'wifi', 'estudiantes']",Positivo,62.42%,3,wifi
SEDE 1,FACULTAD 4,INGENIERIA 17,Solucionar problema de cobertura wifi dentro de todas las aulas de clase.,Solucionar problema de cobertura wifi dentro de todas las aulas de clase.,"['solucionar', 'problema', 'cobertura', 'wifi', 'dentro', 'todas', 'aulas', 'clase']","['solucionar', 'problema', 'cobertura', 'wifi', 'aula', 'clase']",Positivo,78.11%,3,wifi
SEDE 5,FACULTAD 1,LICENCIATURA 02,"Soy del centro Regional de ---- y de verdad se necesita una mejor cafetería y sobre todo tener precios accesibles, los precios son muy elevados para ser estudiantes","Soy del centro Regional de ---- y de verdad se necesita una mejor cafetería y sobre todo tener precios accesibles, los precios son muy elevados para ser estudiantes","['centro', 'regional', 'verdad', 'necesita', 'mejor', 'cafetería', 'tener', 'precios', 'accesibles', 'precios', 'elevados', 'ser', 'estudiantes']","['centro', 'regional', 'necesitar', 'cafetería', 'precio', 'accesibl', 'precio', 'elevado', 'estudiant']",Positivo,62.78%,5,centro
SEDE 1,FACULTAD 1,INGENIERIA 06,"Sueño en tener una Universidad peatonal, en la que se limite lo más posible el ecceso a los vehículos, excepto bicis, scooter etc. No es esteticamente aceptable","Sueño en tener una Universidad peatonal, en la que se limite lo más posible el ecceso a los vehículos, excepto bicis, scooter etc. No es esteticamente aceptable","['sueño', 'tener', 'universidad', 'peatonal', 'limite', 'posible', 'ecceso', 'vehículos', 'excepto', 'bicis', 'scooter', 'etc', 'esteticamente', 'aceptable']","['sueño', 'universidad', 'peatonal', 'limite', 'ecceso', 'vehículo', 'bicis', 'scooter', 'etc', 'esteticamente', 'aceptable']",Positivo,70.82%,7,acceso
SEDE 5,FACULTAD 2,TÉCNICO 05,Suministrar equipos en laboratorios del centro regional ,Suministrar equipos en laboratorios del centro regional ,"['suministrar', 'equipos', 'laboratorios', 'centro', 'regional']","['suministrar', 'equipo', 'laboratorio', 'centro', 'regional']",Positivo,82.49%,1,laboratorio
SEDE 2,FACULTAD 5,LICENCIATURA 22,sustituir personal antiguo por mas joven,sustituir personal antiguo por mas joven,"['sustituir', 'personal', 'antiguo', 'mas', 'joven']","['sustituir', 'personal', 'antiguo', 'joven']",Positivo,56.25%,5,centro
SEDE 1,FACULTAD 2,INGENIERIA 08,Tal vez al poner los routers de wifi en una zona más céntrica el wifi pueda tener una intensidad de señal equitativa,Tal vez al poner los routers de wifi en una zona más céntrica el wifi pueda tener una intensidad de señal equitativa,"['tal', 'vez', 'poner', 'routers', 'wifi', 'zona', 'céntrica', 'wifi', 'pueda', 'tener', 'intensidad', 'señal', 'equitativa']","['router', 'wifi', 'zona', 'céntrico', 'wifi', 'intensidad', 'señal', 'equitativo']",Positivo,82.50%,3,wifi
SEDE 1,FACULTAD 3,INGENIERIA 15,Tal vez poner cámaras que apunten hacia las paradas,Tal vez poner cámaras que apunten hacia las paradas,"['tal', 'vez', 'poner', 'cámaras', 'apunten', 'hacia', 'paradas']","['cámara', 'apuntir', 'parada']",Positivo,56.25%,4,
SEDE 1,FACULTAD 6,INGENIERIA 26,También a veces no hay suficiente espacio en la cafetería,También a veces no hay suficiente espacio en la cafetería,"['veces', 'suficiente', 'espacio', 'cafetería']","['suficiente', 'espacio', 'cafeteer']",Positivo,53.12%,6,estudio
SEDE 1,FACULTAD 1,INGENIERIA 06,"También más cursos y capacitaciones extracurriculares y en verano, en el extranjero","También más cursos y capacitaciones extracurriculares y en verano, en el extranjero","['cursos', 'capacitaciones', 'extracurriculares', 'verano', 'extranjero']","['curso', 'capacitación', 'extracurricular', 'verano', 'extranjero']",Positivo,56.25%,5,centro
SEDE 5,FACULTAD 5,LICENCIATURA 27,También sería agradable remodelar la cafetería y acondicionar espacios solitarios o en silencio para estudiar que no sea la biblioteca.,También sería agradable remodelar la cafetería y acondicionar espacios solitarios o en silencio para estudiar que no sea la biblioteca.,"['agradable', 'remodelar', 'cafetería', 'acondicionar', 'espacios', 'solitarios', 'silencio', 'estudiar', 'biblioteca']","['agradable', 'remodelar', 'cafetería', 'acondicionar', 'espacio', 'solitario', 'silencio', 'estudiar', 'biblioteca']",Positivo,82.49%,6,estudio
SEDE 1,FACULTAD 5,INGENIERIA 23,También si se implementara otro bús como el que lleva y trae estudiantes desde San Miguelito creo que muchos estudiantes se beneficiarían.,También si se implementara otro bús como el que lleva y trae estudiantes desde San Miguelito creo que muchos estudiantes se beneficiarían.,"['implementara', 'bús', 'lleva', 'trae', 'estudiantes', 'san', 'miguelito', 'creo', 'estudiantes', 'beneficiarían']","['implementara', 'bús', 'trae', 'estudiantes', 'san', 'miguelito', 'estudiantes', 'beneficiarir']",Positivo,70.82%,2,
SEDE 1,FACULTAD 2,INGENIERIA 08,"Techo para las canchas de Voleibol Basquetbol y futbol, por lo menos algun lugar cerca de cada cancha para descansar del sol.","Techo para las canchas de Voleibol Basquetbol y futbol, por lo menos algun lugar cerca de cada cancha para descansar del sol.","['techo', 'canchas', 'voleibol', 'basquetbol', 'futbol', 'menos', 'algun', 'lugar', 'cerca', 'cada', 'cancha', 'descansar', 'sol']","['techo', 'cancha', 'voleibol', 'basquetbol', 'futbol', 'algun', 'lugar', 'cerca', 'cancha', 'descansar', 'sol']",Positivo,39.41%,4,
SEDE 2,FACULTAD 5,LICENCIATURA 22,Tendrian que agregar Variedad mas saludable y económica en la cafetería,Tendrian que agregar Variedad mas saludable y económica en la cafetería,"['tendrian', 'agregar', 'variedad', 'mas', 'saludable', 'económica', 'cafetería']","['tendriar', 'agregar', 'variedad', 'saludable', 'económico', 'cafetería']",Positivo,78.12%,0,variedad
SEDE 1,FACULTAD 3,LICENCIATURA 12,TENEMAR MAS AREAS DE ESTUDIO O DESCANSO,TENEMAR MAS AREAS DE ESTUDIO O DESCANSO,"['tenemar', 'mas', 'areas', 'estudio', 'descanso']","['tenemar', 'areas', 'estudio', 'descanso']",Positivo,78.12%,6,estudio
