SEDE,FACULTAD,CARRERA,OBSERVACIONES,OBSERVACIONES,TEXTO_TOKEN,LEMMA,SENTIMIENTO,SCORE,TOPIC,name_topic
SEDE 1,FACULTAD 2,TÉCNICO 03,No se encuentran lugares para descanso sin que los docentes te corran del lugar,No se encuentran lugares para descanso sin que los docentes te corran del lugar,"['encuentran', 'lugares', 'descanso', 'docentes', 'corran', 'lugar']","['encontrar', 'lugar', 'descanso', 'docente', 'corrar', 'lugar']",Neutral,42.50%,6,
SEDE 1,FACULTAD 3,INGENIERIA 15,No sé entiende como funciona el servicio se transporte de la universidad,No sé entiende como funciona el servicio se transporte de la universidad,"['entiende', 'funciona', 'servicio', 'transporte', 'universidad']","['entender', 'funcionar', 'servicio', 'transporte', 'universidad']",Neutral,35.72%,7,
SEDE 1,FACULTAD 6,POSTGRADO 12,No sé nada de la biblioteca virtual o uso de este tipo de recursos vía remota. Favor divulgar,No sé nada de la biblioteca virtual o uso de este tipo de recursos vía remota. Favor divulgar,"['biblioteca', 'virtual', 'uso', 'tipo', 'recursos', 'vía', 'remota', 'favor', 'divulgar']","['biblioteca', 'virtual', 'tipo', 'recurso', 'vía', 'remoto', 'favor', 'divulgar']",Neutral,40.69%,7,
SEDE 7,FACULTAD 3,LICENCIATURA 08,No se obtiene información sobre salón de lenguas,No se obtiene información sobre salón de lenguas,"['obtiene', 'información', 'salón', 'lenguas']","['obtener', 'información', 'salón', 'lengua']",Neutral,63.07%,2,
SEDE 6,FACULTAD 3,POSTGRADO 14,No se puede acceder a libros virtuales,No se puede acceder a libros virtuales,"['puede', 'acceder', 'libros', 'virtuales']","['acceder', 'libro', 'virtual']",Neutral,78.11%,7,
SEDE 1,FACULTAD 3,INGENIERIA 14,no se puede secar las manos en el baño,no se puede secar las manos en el baño,"['puede', 'secar', 'manos', 'baño']","['secar', 'mano', 'baño']",Neutral,70.83%,5,wifi
SEDE 1,FACULTAD 1,INGENIERIA 01,No se puede usar whatsapp con el internet,No se puede usar whatsapp con el internet,"['puede', 'usar', 'whatsapp', 'internet']","['whatsapp', 'internet']",Neutral,56.24%,5,wifi
SEDE 6,FACULTAD 3,LICENCIATURA 10,No se tomó en cuenta la facultad de ---- para las mejoras de la institución,No se tomó en cuenta la facultad de ---- para las mejoras de la institución,"['tomó', 'cuenta', 'facultad', 'mejoras', 'institución']","['tomar', 'facultad', 'mejor', 'institución']",Neutral,62.46%,0,
SEDE 1,FACULTAD 2,INGENIERIA 09,No siento la presencia de muchas secretarías,No siento la presencia de muchas secretarías,"['siento', 'presencia', 'muchas', 'secretarías']","['sentir', 'presencia', 'secretaría']",Neutral,56.25%,2,
SEDE 6,FACULTAD 5,INGENIERIA 25,No soy de comer en cafetería pero si escuche lo de las hojaldras no me parece justo.,No soy de comer en cafetería pero si escuche lo de las hojaldras no me parece justo.,"['comer', 'cafetería', 'escuche', 'hojaldras', 'parece', 'justo']","['comer', 'cafetería', 'escuchar', 'hojaldra', 'justo']",Neutral,70.83%,1,comida
SEDE 6,FACULTAD 5,LICENCIATURA 23,"No tenemos internet en la facultad de ----, imagínate en las otras facultades.","No tenemos internet en la facultad de ----, imagínate en las otras facultades.","['internet', 'facultad', 'imagínate', 'facultades']","['internet', 'facultad', 'imagínatir', 'facultad']",Neutral,43.22%,5,wifi
SEDE 1,FACULTAD 3,LICENCIATURA 08,No tengo la suficiente información para realizar mi proceso de matrícula,No tengo la suficiente información para realizar mi proceso de matrícula,"['suficiente', 'información', 'realizar', 'proceso', 'matrícula']","['suficiente', 'información', 'proceso', 'matrícular']",Neutral,56.18%,2,
SEDE 1,FACULTAD 5,LICENCIATURA 22,No tengo más que la observación de la señal del internet y la disponibilidad y distribución de los laboratorios.,No tengo más que la observación de la señal del internet y la disponibilidad y distribución de los laboratorios.,"['observación', 'señal', 'internet', 'disponibilidad', 'distribución', 'laboratorios']","['observación', 'señal', 'internet', 'disponibilidad', 'distribución', 'laboratorio']",Neutral,50.86%,4,laboratorio
SEDE 1,FACULTAD 5,INGENIERIA 25,No tengo ningún aspecto negativo acerca de mis clases en la Universidad,No tengo ningún aspecto negativo acerca de mis clases en la Universidad,"['ningún', 'aspecto', 'negativo', 'acerca', 'clases', 'universidad']","['aspecto', 'negativo', 'acerca', 'clase', 'universidad']",Neutral,62.42%,6,
SEDE 1,FACULTAD 6,POSTGRADO 12,No tengo observación. Estoy muy satisfecho con la atención en la Coordinación de Postgrado,No tengo observación. Estoy muy satisfecho con la atención en la Coordinación de Postgrado,"['observación', 'satisfecho', 'atención', 'coordinación', 'postgrado']","['observación', 'satisfecho', 'atención', 'coordinación', 'postgrado']",Neutral,35.41%,3,
SEDE 1,FACULTAD 3,LICENCIATURA 11,No tengo observacion. Todo lo que pude utilizar y ver dentro de la facultad esta super bien,No tengo observacion. Todo lo que pude utilizar y ver dentro de la facultad esta super bien,"['observacion', 'pude', 'utilizar', 'ver', 'dentro', 'facultad', 'super', 'bien']","['observacion', 'poder', 'utilizar', 'facultad', 'super']",Neutral,53.12%,3,
SEDE 1,FACULTAD 3,INGENIERIA 15,No tengo quejas con la atención de las diferentes secretarias,No tengo quejas con la atención de las diferentes secretarias,"['quejas', 'atención', 'diferentes', 'secretarias']","['queja', 'atención', 'secretaria']",Neutral,53.05%,0,
SEDE 8,FACULTAD 1,INGENIERIA 01,No tiene cortina las ventanas y la iluminación no permite ver las proyecciones en ppt,No tiene cortina las ventanas y la iluminación no permite ver las proyecciones en ppt,"['cortina', 'ventanas', 'iluminación', 'permite', 'ver', 'proyecciones', 'ppt']","['cortinar', 'ventana', 'iluminación', 'permitir', 'proyección', 'ppt']",Neutral,55.26%,0,
SEDE 6,FACULTAD 1,INGENIERIA 01,No todas las sillas de la cafetería y cafetín están en buen estado.,No todas las sillas de la cafetería y cafetín están en buen estado.,"['todas', 'sillas', 'cafetería', 'cafetín', 'buen']","['silla', 'cafetería', 'cafetín']",Neutral,37.60%,7,
SEDE 7,FACULTAD 3,LICENCIATURA 08,No todos los aires de los salones funcionan bien,No todos los aires de los salones funcionan bien,"['aires', 'salones', 'funcionan', 'bien']","['aire', 'salón', 'funcionar']",Neutral,78.11%,0,
SEDE 1,FACULTAD 2,INGENIERIA 13,No todos los cursos complementarios son de provecho para el área de investigacion o trabajo en la sociedad.,No todos los cursos complementarios son de provecho para el área de investigacion o trabajo en la sociedad.,"['cursos', 'complementarios', 'provecho', 'área', 'investigacion', 'trabajo', 'sociedad']","['curso', 'complementario', 'provecho', 'área', 'investigacion', 'trabajo', 'sociedad']",Neutral,48.61%,6,
SEDE 6,FACULTAD 4,LICENCIATURA 14,Nos mandaron a la facultad de ---- por qué no tenemos espacio en la facultad de ----,Nos mandaron a la facultad de ---- por qué no tenemos espacio en la facultad de ----,"['mandaron', 'facultad', 'espacio', 'facultad']","['mandar', 'facultad', 'espacio', 'facultad']",Neutral,44.00%,0,
SEDE 7,FACULTAD 1,INGENIERIA 01,Nuestro salón presentó problemas con el proyector y nunca fue arreglafl,Nuestro salón presentó problemas con el proyector y nunca fue arreglafl,"['salón', 'presentó', 'problemas', 'proyector', 'nunca', 'arreglafl']","['salón', 'presentar', 'problema', 'proyector', 'arreglafl']",Neutral,82.49%,2,
SEDE 1,FACULTAD 2,TÉCNICO 04,Nuevos equipos como multímetros y dispositivos para los laboratorios.,Nuevos equipos como multímetros y dispositivos para los laboratorios.,"['nuevos', 'equipos', 'multímetros', 'dispositivos', 'laboratorios']","['equipo', 'multímetro', 'dispositivo', 'laboratorio']",Neutral,78.12%,4,laboratorio
SEDE 1,FACULTAD 1,INGENIERIA 02,Nuevos equipos de proyecciones para aulas en la ----,Nuevos equipos de proyecciones para aulas en la ----,"['nuevos', 'equipos', 'proyecciones', 'aulas']","['equipo', 'proyección', 'aula']",Neutral,37.50%,4,laboratorio
SEDE 1,FACULTAD 1,INGENIERIA 04,Nunca me pude conectar al wifi,Nunca me pude conectar al wifi,"['nunca', 'pude', 'conectar', 'wifi']","['poder', 'conectar', 'wifi']",Neutral,30.54%,5,wifi
SEDE 1,FACULTAD 3,INGENIERIA 14,Observar más detalladamente el servicio de la secretaria en atención a los estudiantes,Observar más detalladamente el servicio de la secretaria en atención a los estudiantes,"['observar', 'detalladamente', 'servicio', 'secretaria', 'atención', 'estudiantes']","['observar', 'detalladamente', 'servicio', 'secretaria', 'atención', 'estudiant']",Neutral,52.08%,0,
SEDE 4,FACULTAD 3,INGENIERIA 15,"Observo que los laboratorios  cuentan con materiales adecuados para su uso; sin embargo, se percibe una escasez de estos recursos, lo que di----ulta la impartición de clases de manera efectiva.","Observo que los laboratorios  cuentan con materiales adecuados para su uso; sin embargo, se percibe una escasez de estos recursos, lo que di----ulta la impartición de clases de manera efectiva.","['observo', 'laboratorios', 'cuentan', 'materiales', 'adecuados', 'uso', 'embargo', 'percibe', 'escasez', 'recursos', 'diulta', 'impartición', 'clases', 'manera', 'efectiva']","['observo', 'laboratorio', 'contar', 'material', 'adecuado', 'percibir', 'escasez', 'recurso', 'diulto', 'impartición', 'clás', 'efectivo']",Neutral,43.05%,4,laboratorio
SEDE 1,FACULTAD 6,INGENIERIA 26,Obtener equipos más tecnológicos para los laboratorios,Obtener equipos más tecnológicos para los laboratorios,"['obtener', 'equipos', 'tecnológicos', 'laboratorios']","['obtener', 'equipo', 'tecnológico', 'laboratorio']",Neutral,62.50%,4,laboratorio
SEDE 3,FACULTAD 1,LICENCIATURA 04,obtimizar la biblioteca ya que el espacio es reducido,obtimizar la biblioteca ya que el espacio es reducido,"['obtimizar', 'biblioteca', 'espacio', 'reducido']","['obtimizar', 'biblioteca', 'espacio', 'reducido']",Neutral,70.82%,6,
SEDE 1,FACULTAD 5,LICENCIATURA 20,"Ofrecer cursos accesibles o gratuitos para los estudiantes, a manera de actualización permanente en cuanto a las nuevas tecnologías: Big Data, Inteligencia Arti----ial, Ciberseguridad, etc.","Ofrecer cursos accesibles o gratuitos para los estudiantes, a manera de actualización permanente en cuanto a las nuevas tecnologías: Big Data, Inteligencia Arti----ial, Ciberseguridad, etc.","['ofrecer', 'cursos', 'accesibles', 'gratuitos', 'estudiantes', 'manera', 'actualización', 'permanente', 'cuanto', 'nuevas', 'tecnologías', 'big', 'data', 'inteligencia', 'artiial', 'ciberseguridad', 'etc']","['ofrecer', 'curso', 'accesibl', 'gratuito', 'estudiante', 'actualización', 'permanente', 'tecnología', 'big', 'datar', 'inteligencia', 'artiial', 'ciberseguridad', 'etc']",Neutral,64.45%,6,
SEDE 1,FACULTAD 5,LICENCIATURA 22,Ofrecer más variedad en los kioskos de las cafeterías.,Ofrecer más variedad en los kioskos de las cafeterías.,"['ofrecer', 'variedad', 'kioskos', 'cafeterías']","['ofrecer', 'variedad', 'kioskos', 'cafetería']",Neutral,78.12%,1,comida
SEDE 2,FACULTAD 3,POSTGRADO 14,Ofrecer mejores precios en servicios de la cafetería,Ofrecer mejores precios en servicios de la cafetería,"['ofrecer', 'mejores', 'precios', 'servicios', 'cafetería']","['ofrecer', 'mejor', 'precio', 'servicio', 'cafetería']",Neutral,68.74%,1,comida
SEDE 1,FACULTAD 2,INGENIERIA 08,Ojalá tener un internet más rápido,Ojalá tener un internet más rápido,"['ojalá', 'tener', 'internet', 'rápido']","['ojalá', 'internet', 'rápido']",Neutral,70.81%,5,wifi
SEDE 1,FACULTAD 4,INGENIERIA 17,Opción a mas salones de estudios que sean 24 horas,Opción a mas salones de estudios que sean 24 horas,"['opción', 'mas', 'salones', 'estudios', 'horas']","['opción', 'salón', 'estudio', 'hora']",Neutral,82.47%,2,
SEDE 1,FACULTAD 5,POSTGRADO 30,Opcion de elegir Horarios en maestria,Opcion de elegir Horarios en maestria,"['opcion', 'elegir', 'horarios', 'maestria']","['opcion', 'elegir', 'horario', 'maestrio']",Neutral,28.14%,1,comida
SEDE 1,FACULTAD 5,INGENIERIA 25,"opciones de bebidas naturales en la cafetería, las bebidas enlatadas no son saludables en exceso y son las únicas que hay.","opciones de bebidas naturales en la cafetería, las bebidas enlatadas no son saludables en exceso y son las únicas que hay.","['opciones', 'bebidas', 'naturales', 'cafetería', 'bebidas', 'enlatadas', 'saludables', 'exceso', 'únicas']","['opción', 'bebido', 'natural', 'cafeteer', 'bebida', 'enlatado', 'saludable', 'exceso', 'único']",Neutral,78.12%,1,comida
SEDE 1,FACULTAD 3,INGENIERIA 14,Opino que un poco más de seguridad por ciertas zonas de la Universidad.,Opino que un poco más de seguridad por ciertas zonas de la Universidad.,"['opino', 'seguridad', 'ciertas', 'zonas', 'universidad']","['opino', 'seguridad', 'zona', 'universidad']",Neutral,78.08%,6,
SEDE 1,FACULTAD 4,INGENIERIA 20,Optimizacion de proceso a estudiantes extranjeros,Optimizacion de proceso a estudiantes extranjeros,"['optimizacion', 'proceso', 'estudiantes', 'extranjeros']","['optimizacion', 'proceso', 'estudiantes', 'extranjero']",Neutral,37.50%,2,
SEDE 1,FACULTAD 3,LICENCIATURA 08,OPTIMIZAR EL PROCESO PARA REALIZAR PRACTICAS PROFESINALES,OPTIMIZAR EL PROCESO PARA REALIZAR PRACTICAS PROFESINALES,"['optimizar', 'proceso', 'realizar', 'practicas', 'profesinales']","['optimizar', 'proceso', 'practica', 'profesinal']",Neutral,56.25%,2,
SEDE 7,FACULTAD 4,LICENCIATURA 15,Optimizar el rendimiento de la red Wi-Fi,Optimizar el rendimiento de la red Wi-Fi,"['optimizar', 'rendimiento', 'red', 'wifi']","['optimizar', 'rendimiento', 'red', 'wifi']",Neutral,52.46%,5,wifi
SEDE 1,FACULTAD 2,INGENIERIA 12,Optimizar el rendimiento del WiFi institucional,Optimizar el rendimiento del WiFi institucional,"['optimizar', 'rendimiento', 'wifi', 'institucional']","['optimizar', 'rendimiento', 'wifi', 'institucional']",Neutral,45.14%,5,wifi
SEDE 8,FACULTAD 1,LICENCIATURA 04,Organizar bien los horarios para que todos podamos hacer uso de los laboratorios de informática cuando sean necesarios,Organizar bien los horarios para que todos podamos hacer uso de los laboratorios de informática cuando sean necesarios,"['organizar', 'bien', 'horarios', 'podamos', 'hacer', 'uso', 'laboratorios', 'informática', 'necesarios']","['organizar', 'horario', 'poder', 'laboratorio', 'informáticar', 'necesario']",Neutral,68.37%,4,laboratorio
SEDE 5,FACULTAD 4,LICENCIATURA 15,Organizar fumigacion por que las instalaciones estan llenas de mosquitos,Organizar fumigacion por que las instalaciones estan llenas de mosquitos,"['organizar', 'fumigacion', 'instalaciones', 'estan', 'llenas', 'mosquitos']","['organizar', 'fumigacion', 'instalaciones', 'llena', 'mosquito']",Neutral,12.50%,0,
SEDE 1,FACULTAD 1,LICENCIATURA 04,Organizar mejor las áreas de estacionamientos,Organizar mejor las áreas de estacionamientos,"['organizar', 'mejor', 'áreas', 'estacionamientos']","['organizar', 'área', 'estacionamiento']",Neutral,70.81%,6,
SEDE 8,FACULTAD 5,INGENIERIA 25,orientación a los estudiantes de eventos e investigaciones,orientación a los estudiantes de eventos e investigaciones,"['orientación', 'estudiantes', 'eventos', 'investigaciones']","['orientación', 'estudiante', 'evento', 'investigación']",Neutral,78.12%,6,
SEDE 1,FACULTAD 3,LICENCIATURA 11,Orientación para estudiantes gradudando acerca de opciones de trabajos de graduación,Orientación para estudiantes gradudando acerca de opciones de trabajos de graduación,"['orientación', 'estudiantes', 'gradudando', 'acerca', 'opciones', 'trabajos', 'graduación']","['orientación', 'estudiante', 'gradudar', 'acerca', 'opción', 'trabajo', 'graduación']",Neutral,72.86%,6,
SEDE 1,FACULTAD 5,LICENCIATURA 20,paciencia y escucha con atención al recibir documentos y situaciones del estudiante,paciencia y escucha con atención al recibir documentos y situaciones del estudiante,"['paciencia', 'escucha', 'atención', 'recibir', 'documentos', 'situaciones', 'estudiante']","['paciencia', 'escuchar', 'atención', 'recibir', 'documento', 'situación', 'estudiante']",Neutral,36.98%,6,
SEDE 1,FACULTAD 5,LICENCIATURA 21,Página de matrícula presenta caídas al momento de la matrícula de los estudiantes,Página de matrícula presenta caídas al momento de la matrícula de los estudiantes,"['página', 'matrícula', 'presenta', 'caídas', 'momento', 'matrícula', 'estudiantes']","['págín', 'matrícula', 'presentar', 'caído', 'momento', 'matrícula', 'estudiante']",Neutral,50.78%,2,
SEDE 1,FACULTAD 3,LICENCIATURA 10,Papeles ahumados o cortinas a salones que les da el sol,Papeles ahumados o cortinas a salones que les da el sol,"['papeles', 'ahumados', 'cortinas', 'salones', 'sol']","['papel', 'ahumado', 'cortina', 'salón', 'sol']",Neutral,44.05%,5,wifi
SEDE 1,FACULTAD 4,LICENCIATURA 14,Para buscar información inmediata en los edificios el WiFi estudiantil es inaxesible,Para buscar información inmediata en los edificios el WiFi estudiantil es inaxesible,"['buscar', 'información', 'inmediata', 'edificios', 'wifi', 'estudiantil', 'inaxesible']","['buscar', 'información', 'inmediato', 'edificio', 'wifi', 'estudiantil', 'inaxesible']",Neutral,35.42%,5,wifi
SEDE 1,FACULTAD 5,LICENCIATURA 22,Para el Internet usr fibra óptica o otro medio para que el Internet este rápido,Para el Internet usr fibra óptica o otro medio para que el Internet este rápido,"['internet', 'usr', 'fibra', 'óptica', 'medio', 'internet', 'rápido']","['internet', 'usr', 'fibra', 'óptico', 'internet', 'rápido']",Neutral,78.11%,5,wifi
SEDE 1,FACULTAD 4,INGENIERIA 21,Para el lab de Ciencia de los materiales no hay equipos que funcionen,Para el lab de Ciencia de los materiales no hay equipos que funcionen,"['lab', 'ciencia', 'materiales', 'equipos', 'funcionen']","['lab', 'ciencia', 'material', 'equipo', 'funcionar']",Neutral,62.50%,4,laboratorio
SEDE 1,FACULTAD 4,INGENIERIA 17,"Para el semestre que pasó, se habilitaron dos salones de estudio más el de los cubículos que se le apaga la luz cada minuto) por lo que no había mucho espacio de estudio.","Para el semestre que pasó, se habilitaron dos salones de estudio más el de los cubículos que se le apaga la luz cada minuto) por lo que no había mucho espacio de estudio.","['semestre', 'pasó', 'habilitaron', 'dos', 'salones', 'estudio', 'cubículos', 'apaga', 'luz', 'cada', 'minuto', 'espacio', 'estudio']","['semestre', 'pasar', 'habilitar', 'salón', 'estudio', 'cubicu él', 'apagar', 'luz', 'minuto', 'espacio', 'estudio']",Neutral,64.57%,3,
SEDE 7,FACULTAD 5,LICENCIATURA 22,"para el turno de la noche en la cafetería, no tiene tanta variedad como para los de la mañana","para el turno de la noche en la cafetería, no tiene tanta variedad como para los de la mañana","['turno', 'noche', 'cafetería', 'tanta', 'variedad', 'mañana']","['turno', 'noche', 'cafeteer', 'tanto', 'variedad', 'mañana']",Neutral,45.24%,1,comida
SEDE 1,FACULTAD 3,LICENCIATURA 09,Para el turno nocturno es complicado imprimir o sacar copias ya que todo cierra temprano o están en otros edificios.,Para el turno nocturno es complicado imprimir o sacar copias ya que todo cierra temprano o están en otros edificios.,"['turno', 'nocturno', 'complicado', 'imprimir', 'sacar', 'copias', 'cierra', 'temprano', 'edificios']","['turno', 'nocturno', 'complicado', 'imprimir', 'sacar', 'copia', 'cerrar', 'edificio']",Neutral,53.65%,0,
SEDE 1,FACULTAD 3,INGENIERIA 15,"Para la matricula via internet, si estoy bastante insatisfecho, ya que por ciertos temas personales llevo materias atrasadas adicionalmente trabajo y es incomodo que no dejen como a uno lo bene----ie","Para la matricula via internet, si estoy bastante insatisfecho, ya que por ciertos temas personales llevo materias atrasadas adicionalmente trabajo y es incomodo que no dejen como a uno lo bene----ie","['matricula', 'via', 'internet', 'bastante', 'insatisfecho', 'ciertos', 'temas', 'personales', 'llevo', 'materias', 'atrasadas', 'adicionalmente', 'trabajo', 'incomodo', 'dejen', 'beneie']","['matriculo', 'via', 'internet', 'insatisfecho', 'tema', 'personal', 'llevar', 'materia', 'atrasado', 'adicionalmente', 'trabajo', 'incomodo', 'dejar', 'beneie']",Neutral,46.69%,6,
SEDE 6,FACULTAD 1,LICENCIATURA 05,"Para laboratorios se necesita nueva instrumentación, en general para la facultad de ----","Para laboratorios se necesita nueva instrumentación, en general para la facultad de ----","['laboratorios', 'necesita', 'nueva', 'instrumentación', 'general', 'facultad']","['laboratorio', 'necesitar', 'instrumentación', 'general', 'facultad']",Neutral,82.49%,4,laboratorio
SEDE 8,FACULTAD 1,LICENCIATURA 03,"Para las carreras como lo son lic. En Saneamiento y ambiente, no hay laboratorios donde trabajar las investigaciones","Para las carreras como lo son lic. En Saneamiento y ambiente, no hay laboratorios donde trabajar las investigaciones","['carreras', 'lic', 'saneamiento', 'ambiente', 'laboratorios', 'trabajar', 'investigaciones']","['carrera', 'lic', 'saneamiento', 'ambiente', 'laboratorio', 'trabajar', 'investigación']",Neutral,63.64%,4,laboratorio
SEDE 1,FACULTAD 2,INGENIERIA 08,"Para los espacios de estudio, realmente la temperatura en la biblioteca como en otras áreas después de cierto tiempo es insoportable de lo frío. A mí me gustaría un área de estudio al aire libre.","Para los espacios de estudio, realmente la temperatura en la biblioteca como en otras áreas después de cierto tiempo es insoportable de lo frío. A mí me gustaría un área de estudio al aire libre.","['espacios', 'estudio', 'realmente', 'temperatura', 'biblioteca', 'áreas', 'después', 'cierto', 'tiempo', 'insoportable', 'frío', 'gustaría', 'área', 'estudio', 'aire', 'libre']","['espacio', 'estudio', 'realmente', 'temperatura', 'biblioteca', 'área', 'tiempo', 'insoportable', 'frío', 'gustar', 'área', 'estudio', 'aire', 'libre']",Neutral,51.88%,6,
SEDE 1,FACULTAD 6,LICENCIATURA 24,"Para mejorar la divulgación de la información, podrían incluir sus publicaciones en la página web y a través de folletos en las instalaciones, no solo vía redes sociales.","Para mejorar la divulgación de la información, podrían incluir sus publicaciones en la página web y a través de folletos en las instalaciones, no solo vía redes sociales.","['mejorar', 'divulgación', 'información', 'podrían', 'incluir', 'publicaciones', 'página', 'web', 'través', 'folletos', 'instalaciones', 'solo', 'vía', 'redes', 'sociales']","['mejorar', 'divulgación', 'información', 'incluir', 'publicación', 'páginar', 'web', 'folleto', 'instalación', 'vía', 'red', 'social']",Neutral,78.63%,2,
SEDE 1,FACULTAD 4,INGENIERIA 20,"Para mi caso, la Facultad de Ingeniería ---- debe optimizar el proceso para la práctica profesional, el est. debe estar detrás de casa profesor para agilizarlo, de no ser así se extiende meses","Para mi caso, la Facultad de Ingeniería ---- debe optimizar el proceso para la práctica profesional, el est. debe estar detrás de casa profesor para agilizarlo, de no ser así se extiende meses","['caso', 'facultad', 'ingeniería', 'debe', 'optimizar', 'proceso', 'práctica', 'profesional', 'est', 'debe', 'detrás', 'casa', 'profesor', 'agilizarlo', 'ser', 'así', 'extiende', 'meses']","['caso', 'facultad', 'ingeniería', 'optimizar', 'proceso', 'práctico', 'profesional', 'est', 'casa', 'profesor', 'agilizar él', 'extender', 'mes']",Neutral,29.17%,6,
SEDE 1,FACULTAD 2,INGENIERIA 08,Para sacar copias hay un espacio pero no para imprimir directamente,Para sacar copias hay un espacio pero no para imprimir directamente,"['sacar', 'copias', 'espacio', 'imprimir', 'directamente']","['sacar', 'copia', 'espacio', 'imprimir', 'directamente']",Neutral,82.49%,7,
SEDE 1,FACULTAD 3,INGENIERIA 15,Para sacar una copia es un proceso muy extenso,Para sacar una copia es un proceso muy extenso,"['sacar', 'copia', 'proceso', 'extenso']","['sacar', 'copia', 'proceso', 'extenso']",Neutral,42.50%,7,
SEDE 7,FACULTAD 5,LICENCIATURA 21,Para ser una universidad tecnológica se debería tener un mejor Wifi con mas capacidad de alcanze y velocidad,Para ser una universidad tecnológica se debería tener un mejor Wifi con mas capacidad de alcanze y velocidad,"['ser', 'universidad', 'tecnológica', 'debería', 'tener', 'mejor', 'wifi', 'mas', 'capacidad', 'alcanze', 'velocidad']","['universidad', 'tecnológico', 'deber', 'wifi', 'capacidad', 'alcanze', 'velocidad']",Neutral,63.43%,4,laboratorio
SEDE 6,FACULTAD 5,LICENCIATURA 27,Para usar el wifi de estudiante se tiene que hacer olvidar en el dispositivo del cuál se esta usando y eso me quita algo de tiempo.,Para usar el wifi de estudiante se tiene que hacer olvidar en el dispositivo del cuál se esta usando y eso me quita algo de tiempo.,"['usar', 'wifi', 'estudiante', 'hacer', 'olvidar', 'dispositivo', 'cuál', 'usando', 'quita', 'tiempo']","['wifi', 'estudiante', 'olvidar', 'dispositivo', 'usar', 'quita', 'tiempo']",Neutral,41.80%,4,laboratorio
SEDE 1,FACULTAD 1,LICENCIATURA 02,paraguas grande para poder salir del edificio #4.,paraguas grande para poder salir del edificio #4.,"['paraguas', 'grande', 'poder', 'salir', 'edificio']","['paragua', 'salir', 'edificio']",Neutral,37.50%,5,wifi
SEDE 1,FACULTAD 3,LICENCIATURA 11,Paraguas para poder movernos entre los edificios,Paraguas para poder movernos entre los edificios,"['paraguas', 'poder', 'movernos', 'edificios']","['paragua', 'moverno', 'edificio']",Neutral,56.25%,5,wifi
SEDE 1,FACULTAD 4,LICENCIATURA 15,Pareciera que en el turno nocturno no se da abasto la cafetería.,Pareciera que en el turno nocturno no se da abasto la cafetería.,"['pareciera', 'turno', 'nocturno', 'abasto', 'cafetería']","['parecer', 'turno', 'nocturno', 'abasto', 'cafetería']",Neutral,42.50%,0,
SEDE 1,FACULTAD 4,INGENIERIA 20,paso por paso proceso de matricula,paso por paso proceso de matricula,"['paso', 'paso', 'proceso', 'matricula']","['paso', 'paso', 'proceso', 'matriculo']",Neutral,62.90%,3,
SEDE 1,FACULTAD 1,INGENIERIA 01,"Pequeña sugerencia: más salones como el 1-110, donde los estudiantes que carecen de computadoras pueden realizar sus trabajos dentro de la universidad y a bajo costo.","Pequeña sugerencia: más salones como el 1-110, donde los estudiantes que carecen de computadoras pueden realizar sus trabajos dentro de la universidad y a bajo costo.","['pequeña', 'sugerencia', 'salones', 'estudiantes', 'carecen', 'computadoras', 'pueden', 'realizar', 'trabajos', 'dentro', 'universidad', 'bajo', 'costo']","['pequeño', 'sugerencia', 'salones', 'estudiant', 'carecer', 'computadora', 'trabajo', 'universidad', 'costo']",Neutral,40.00%,6,
SEDE 7,FACULTAD 5,INGENIERIA 25,Permitir accesibilidad tecnológicas como métodos de pago en la cafetería en el centro regional de ----,Permitir accesibilidad tecnológicas como métodos de pago en la cafetería en el centro regional de ----,"['permitir', 'accesibilidad', 'tecnológicas', 'métodos', 'pago', 'cafetería', 'centro', 'regional']","['permitir', 'accesibilidad', 'tecnológico', 'método', 'pago', 'cafeteer', 'centro', 'regional']",Neutral,29.25%,3,
SEDE 1,FACULTAD 1,INGENIERIA 01,permitir el acceso a distintas páginas con el internet de la Universidad.,permitir el acceso a distintas páginas con el internet de la Universidad.,"['permitir', 'acceso', 'distintas', 'páginas', 'internet', 'universidad']","['permitir', 'acceso', 'distinto', 'página', 'internet', 'universidad']",Neutral,45.66%,5,wifi
SEDE 1,FACULTAD 3,LICENCIATURA 08,Pero si necesitamos un ligar de descanso para los que trabajamos y vivimos algo lejos,Pero si necesitamos un ligar de descanso para los que trabajamos y vivimos algo lejos,"['necesitamos', 'ligar', 'descanso', 'trabajamos', 'vivimos', 'lejos']","['necesitar', 'ligar', 'descanso', 'trabajar', 'vivir', 'lejos']",Neutral,78.10%,0,
SEDE 1,FACULTAD 3,LICENCIATURA 10,personal de biblioteca siempre ayuda,personal de biblioteca siempre ayuda,"['personal', 'biblioteca', 'siempre', 'ayuda']","['personal', 'biblioteca', 'ayuda']",Neutral,78.12%,6,
SEDE 4,FACULTAD 1,INGENIERIA 01,Pertenezco al turno matutino y en ocasiones he encontrado el salón con bruscas de lápices y tierra.,Pertenezco al turno matutino y en ocasiones he encontrado el salón con bruscas de lápices y tierra.,"['pertenezco', 'turno', 'matutino', 'ocasiones', 'encontrado', 'salón', 'bruscas', 'lápices', 'tierra']","['pertenecer', 'turno', 'matutino', 'ocasión', 'encontrado', 'salón', 'brusca', 'lápiz', 'tierrar']",Neutral,51.83%,0,
